employee_id,name,age,department,country,city,hire_date,employment_type,remote,performance,monthly_salary
1711,Marta Rodríguez García,43,Sales,ES,Rotterdam,2025-01-03,FULL_TIME,True,2.9,1937.52
1712,Elena Rodríguez Martínez,23,Operations,ES,Milan,2018-05-26,FULL_TIME,False,4.03,3083.81
1713,Adrián Martínez Romero,63,Data,FR,Valencia,2022-05-14,FULL_TIME,True,2.67,5013.88
1714,Hugo Navarro Rodríguez,49,HR,ES,Munich,2023-10-12,FULL_TIME,False,2.55,2311.44
1715,Raúl González González,30,Operations,ES,Lisboa,2025-08-26,CONTRACT,True,2.76,2415.13
1716,Adrián Sánchez López,47,IT,ES,Lisboa,2017-07-19,FULL_TIME,True,3.4,2573.68
1717,Raúl Vargas Gómez,35,Operations,IT,Valencia,2023-08-28,FULL_TIME,False,3.34,2140.72
1718,Sofía Vargas Rodríguez,43,Sales,NL,Lyon,2017-06-19,FULL_TIME,False,3.6,1931.35
1719,Pablo Sánchez Rodríguez,26,Operations,NL,Milan,2025-08-01,FULL_TIME,True,2.8,1548.87
1720,Diego Fernández Fernández,42,IT,ES,Sevilla,2020-11-22,PART_TIME,False,3.23,3853.36
1721,Luis García López,24,Finance,PT,Lyon,2024-08-17,PART_TIME,True,2.53,2279.98
1722,Hugo Pérez Rodríguez,26,Sales,IT,Berlin,2021-04-14,CONTRACT,False,4.38,2260.32
1723,Irene Navarro Navarro,46,Marketing,ES,Berlin,2015-10-31,FULL_TIME,True,2.15,2055.25
1724,Hugo García Torres,42,Marketing,ES,Sevilla,2018-11-12,FULL_TIME,True,2.54,2515.06
1725,Diego Torres Martínez,32,Support,ES,Madrid,2021-09-12,PART_TIME,False,2.86,1373.76
1726,Laura Vargas Fernández,21,Data,FR,Milan,2021-08-22,FULL_TIME,True,5.0,2032.11
1727,Noa García Fernández,38,Finance,FR,Lyon,2021-01-18,CONTRACT,False,3.81,1908.94
1728,Carmen Martínez López,62,Marketing,ES,Munich,2022-10-20,FULL_TIME,False,2.52,3536.76
1729,Pablo Rodríguez Sánchez,52,IT,ES,Paris,2021-05-08,FULL_TIME,True,3.86,1914.5
1730,María Ramos Pérez,21,Data,DE,Lisboa,2016-12-25,FULL_TIME,False,3.61,1820.45
1731,Laura Gómez López,63,Operations,FR,Sevilla,2015-11-11,PART_TIME,False,3.42,1592.64
1732,Noa López Martínez,38,HR,ES,Berlin,2018-03-05,FULL_TIME,True,3.76,1808.26
1733,Irene López López,46,HR,ES,Milan,2016-07-07,PART_TIME,True,3.25,2135.55
1734,Adrián Gómez Pérez,19,Marketing,NL,Bilbao,2022-09-12,FULL_TIME,True,3.34,2432.31
1735,Adrián García Vargas,33,Support,FR,Madrid,2025-10-01,FULL_TIME,False,1.96,1945.7
1736,Laura Rodríguez García,55,Support,FR,Valencia,2025-03-14,FULL_TIME,True,4.35,2183.37
1737,Diego González Pérez,34,Finance,FR,Lyon,2021-03-25,FULL_TIME,False,2.84,2652.45
1738,Luis Díaz Díaz,26,HR,NL,Sevilla,2024-09-23,FULL_TIME,True,2.21,1839.87
1739,Ana Vargas Vargas,23,Data,ES,Milan,2022-03-28,FULL_TIME,True,2.8,3757.66
1740,Lucía Pérez Gómez,62,Operations,ES,Bilbao,2016-06-04,CONTRACT,False,2.83,2418.74
1741,Pablo González Pérez,57,Operations,ES,Paris,2021-06-14,FULL_TIME,False,2.56,2918.98
1742,Hugo Martínez Vargas,21,Operations,IT,Sevilla,2021-04-08,FULL_TIME,False,3.82,2408.62
1743,Elena Navarro Martínez,62,Operations,ES,Porto,2021-01-19,PART_TIME,False,3.98,2401.7
1744,Ana Rodríguez Gómez,57,Marketing,ES,Munich,2023-10-21,FULL_TIME,False,1.63,2776.3
1745,Lucía González López,35,Operations,ES,Rome,2025-11-06,FULL_TIME,False,2.79,2047.08
1746,Alba Fernández Sánchez,49,Support,FR,Rome,2017-08-11,PART_TIME,True,2.85,2433.19
1747,Alba Navarro Fernández,31,Support,FR,Paris,2015-03-11,FULL_TIME,False,3.06,2054.45
1748,Sofía Fernández Martínez,30,Finance,ES,Porto,2022-01-28,FULL_TIME,True,4.57,2342.4
1749,Nuria Gómez González,52,IT,ES,Bilbao,2016-03-20,CONTRACT,False,2.55,2229.69
1750,Hugo Ramos Rodríguez,28,Operations,DE,Rotterdam,2019-09-15,FULL_TIME,False,4.45,3036.23
1751,Noa Díaz Sánchez,35,Operations,ES,Rome,2025-04-04,FULL_TIME,False,3.08,2581.36
1752,Adrián Sánchez Pérez,35,Finance,DE,Amsterdam,2022-04-16,FULL_TIME,True,4.46,1656.6
1753,Raúl Rodríguez Ramos,26,Support,ES,Rome,2025-04-25,PART_TIME,False,2.95,1757.2
1754,Sofía García García,57,IT,NL,Barcelona,2015-05-10,FULL_TIME,True,2.86,2033.79
1755,Raúl González Torres,50,Sales,ES,Sevilla,2022-10-09,FULL_TIME,False,3.18,3117.19
1756,Marta Ramos López,59,Support,FR,Porto,2018-06-11,FULL_TIME,False,4.23,2446.37
1757,Marta González Vargas,43,Data,ES,Bilbao,2015-10-26,FULL_TIME,True,3.33,2900.53
1758,Raúl García Vargas,27,HR,ES,Amsterdam,2018-05-19,FULL_TIME,False,3.37,1679.63
1759,Carmen Navarro Ramos,32,Sales,DE,Paris,2025-04-08,FULL_TIME,False,3.71,2188.26
1760,Carmen Sánchez Fernández,35,HR,FR,Sevilla,2019-08-10,PART_TIME,False,2.5,2552.4
1761,Sofía Martínez Ramos,63,Finance,IT,Lyon,2025-02-04,FULL_TIME,False,3.47,3743.2
1762,Pablo Vargas García,30,Finance,FR,Lisboa,2016-04-05,FULL_TIME,True,2.7,2853.02
1763,Ana Pérez Torres,51,Sales,FR,Barcelona,2022-03-21,FULL_TIME,False,4.38,1800.68
1764,Raúl Torres Díaz,24,Sales,IT,Rotterdam,2019-10-21,PART_TIME,True,3.53,2111.41
1765,Carmen Pérez Pérez,63,Operations,ES,Rotterdam,2018-04-18,FULL_TIME,True,3.75,2938.41
1766,Noa Vargas Martínez,49,Operations,NL,Rome,2020-12-15,FULL_TIME,False,1.57,2140.21
1767,Diego Torres Fernández,39,Marketing,ES,Bilbao,2021-10-03,FULL_TIME,False,3.77,1523.44
1768,Elena Sánchez Navarro,35,HR,ES,Milan,2015-04-18,FULL_TIME,True,3.06,1581.86
1769,Luis López Vargas,35,Sales,IT,Bilbao,2022-03-12,PART_TIME,False,2.05,3174.48
1770,Carlos Ramos Ramos,29,HR,ES,Amsterdam,2018-04-24,FULL_TIME,True,3.28,1551.33
1771,Marta Rodríguez Vargas,47,Data,ES,Amsterdam,2023-11-04,FULL_TIME,True,1.99,3012.39
1772,Sofía García Ramos,59,HR,ES,Valencia,2016-12-13,PART_TIME,False,3.69,2500.53
1773,Sofía Gómez Torres,30,Operations,PT,Bilbao,2018-02-22,FULL_TIME,False,4.35,2132.34
1774,Sofía Ramos Sánchez,54,Finance,FR,Munich,2025-09-11,FULL_TIME,False,1.77,2681.37
1775,Laura Fernández Vargas,45,Support,ES,Sevilla,2017-09-19,FULL_TIME,False,3.18,2612.24
1776,María Navarro Rodríguez,55,HR,ES,Milan,2016-06-07,PART_TIME,False,3.07,2539.23
1777,Marta Navarro Romero,55,HR,ES,Munich,2021-01-20,CONTRACT,True,1.61,2182.15
1778,Carlos Torres Díaz,20,Support,ES,Sevilla,2021-11-25,FULL_TIME,False,3.93,1855.59
1779,Marta Sánchez Sánchez,19,IT,ES,Rome,2021-03-27,FULL_TIME,False,3.7,1669.08
1780,Irene Rodríguez Díaz,62,Operations,ES,Madrid,2019-06-03,FULL_TIME,True,4.82,3051.93
1781,Ana Pérez López,26,HR,IT,Lisboa,2016-03-07,FULL_TIME,True,3.6,1736.17
1782,Marta González Díaz,46,Data,DE,Valencia,2018-02-28,FULL_TIME,False,2.5,2565.47
1783,Ana Navarro Pérez,54,Marketing,ES,Madrid,2015-08-15,FULL_TIME,False,3.61,2917.32
1784,Alba Díaz López,42,IT,ES,Rome,2024-05-24,FULL_TIME,True,4.23,2520.85
1785,Hugo Pérez Ramos,19,Support,ES,Valencia,2017-11-09,FULL_TIME,False,2.83,1682.59
1786,Lucía Pérez García,19,Marketing,ES,Munich,2022-04-22,FULL_TIME,False,3.88,2514.12
1787,Carlos Vargas Romero,50,Operations,ES,Barcelona,2017-11-11,CONTRACT,True,1.32,2024.4
1788,Luis Pérez Rodríguez,61,Sales,NL,Amsterdam,2021-10-28,FULL_TIME,True,4.38,3190.76
1789,Elena Navarro Rodríguez,35,IT,DE,Rotterdam,2016-01-02,CONTRACT,False,3.84,3154.05
1790,Laura Torres González,44,Operations,PT,Bilbao,2016-01-12,FULL_TIME,False,1.16,3065.07
1791,Carmen Ramos Fernández,62,HR,ES,Paris,2018-06-24,FULL_TIME,True,3.51,3867.77
1792,Adrián Díaz Fernández,57,Support,FR,Berlin,2017-11-06,FULL_TIME,False,1.61,2092.11
1793,Marta Romero Navarro,44,Sales,NL,Lyon,2018-07-18,CONTRACT,False,2.71,2090.97
1794,Javier López Torres,49,Operations,ES,Madrid,2018-01-15,PART_TIME,False,3.74,2984.99
1795,Elena García Gómez,64,Sales,IT,Rotterdam,2022-08-21,FULL_TIME,True,3.09,3530.33
1796,Lucía Sánchez García,56,Operations,ES,Rotterdam,2019-10-12,FULL_TIME,True,4.21,2212.3
1797,Alba Torres Navarro,38,IT,DE,Paris,2016-09-11,FULL_TIME,True,3.25,2959.83
1798,Carlos González Díaz,51,HR,ES,Lyon,2025-02-19,FULL_TIME,False,3.17,3884.64
1799,Elena Gómez Pérez,34,IT,FR,Valencia,2021-12-26,FULL_TIME,False,4.08,2658.97
1800,Diego González Ramos,62,Operations,ES,Rome,2019-06-10,CONTRACT,True,2.93,3317.54
1801,Luis Sánchez Sánchez,23,Sales,PT,Paris,2020-08-09,FULL_TIME,False,3.18,2917.42
1802,Elena González Martínez,29,Support,FR,Bilbao,2018-08-10,PART_TIME,True,3.29,3040.83
1803,Elena Romero Romero,35,IT,FR,Bilbao,2019-04-28,FULL_TIME,False,3.15,2758.78
1804,Javier Navarro Pérez,28,Operations,DE,Barcelona,2015-10-13,FULL_TIME,False,4.13,2752.31
1805,María Romero Vargas,46,Operations,ES,Rome,2024-02-22,FULL_TIME,True,2.67,2066.99
1806,Ana Vargas Vargas,52,IT,DE,Madrid,2019-03-27,FULL_TIME,True,2.54,2979.32
1807,Ana Rodríguez Navarro,60,IT,ES,Lyon,2022-08-29,FULL_TIME,True,2.35,2825.86
1808,Elena Pérez López,42,Sales,DE,Milan,2015-07-30,FULL_TIME,True,1.49,1508.92
1809,Luis Fernández Fernández,48,Operations,ES,Madrid,2016-01-04,FULL_TIME,False,4.39,1656.02
1810,Alba Martínez Pérez,47,Data,PT,Valencia,2019-01-07,FULL_TIME,True,2.48,3256.79
1811,Lucía Pérez Díaz,19,IT,ES,Rome,2015-06-02,FULL_TIME,False,3.01,2519.7
1812,Irene Vargas Navarro,52,Marketing,NL,Milan,2025-08-24,FULL_TIME,False,4.45,2014.29
1813,Irene Fernández López,20,Marketing,FR,Barcelona,2015-06-07,PART_TIME,True,3.09,2705.6
1814,Elena Navarro Romero,44,Marketing,ES,Sevilla,2021-02-12,FULL_TIME,True,3.61,1868.75
1815,Adrián Sánchez Navarro,65,Finance,DE,Berlin,2018-11-10,PART_TIME,True,2.06,3261.61
1816,María Torres Navarro,56,Data,ES,Lyon,2017-04-19,PART_TIME,False,4.32,2888.84
1817,Lucía Pérez Navarro,42,Finance,ES,Paris,2016-07-18,FULL_TIME,False,3.1,2707.5
1818,Javier Gómez Ramos,33,Support,ES,Sevilla,2018-04-17,FULL_TIME,True,2.39,2436.22
1819,María Vargas Díaz,58,Sales,IT,Lyon,2015-07-25,FULL_TIME,True,2.38,3286.3
1820,Javier Navarro Martínez,59,Support,NL,Madrid,2021-04-13,FULL_TIME,False,4.55,2830.65
1821,Marta González Sánchez,36,Data,NL,Amsterdam,2017-08-01,PART_TIME,True,2.73,3093.0
1822,Laura Pérez Romero,24,Data,ES,Lyon,2015-03-19,PART_TIME,False,2.4,1817.45
1823,Marta García Rodríguez,46,Sales,ES,Lisboa,2016-04-08,FULL_TIME,True,2.85,3239.16
1824,Adrián Pérez Díaz,48,Support,IT,Lisboa,2024-11-23,FULL_TIME,True,3.24,1763.74
1825,Laura Navarro Gómez,62,IT,ES,Lisboa,2017-08-20,FULL_TIME,False,3.32,3093.2
1826,Noa Navarro Díaz,60,Marketing,FR,Porto,2021-05-11,FULL_TIME,False,3.56,2528.36
1827,María López Sánchez,29,HR,NL,Valencia,2019-07-04,FULL_TIME,True,3.39,2239.5
1828,Alba Martínez Romero,30,Operations,ES,Berlin,2020-05-31,CONTRACT,True,3.72,1975.97
1829,Raúl Gómez Fernández,65,HR,ES,Valencia,2024-05-24,FULL_TIME,False,2.98,2596.7
1830,Alba Martínez Romero,34,IT,IT,Bilbao,2022-11-17,CONTRACT,True,4.86,3502.8
1831,Sofía González Navarro,40,Sales,FR,Amsterdam,2021-01-23,FULL_TIME,False,2.81,1802.36
1832,Alba López Torres,33,IT,NL,Lyon,2017-03-15,FULL_TIME,False,4.28,2579.12
1833,Carmen Sánchez Torres,37,HR,FR,Amsterdam,2024-05-07,FULL_TIME,False,2.72,1688.17
1834,Luis Pérez Martínez,45,Support,ES,Berlin,2015-03-28,FULL_TIME,True,2.06,2557.28
1835,Pablo Torres García,32,Marketing,IT,Rome,2021-02-18,FULL_TIME,False,1.87,1891.41
1836,María Gómez Díaz,38,Support,DE,Barcelona,2021-10-07,FULL_TIME,True,3.44,2140.21
1837,Noa Martínez Fernández,35,Support,NL,Paris,2025-05-28,FULL_TIME,False,4.13,1485.85
1838,Marta Díaz López,24,HR,PT,Lisboa,2016-10-04,FULL_TIME,False,2.28,2552.5
1839,Lucía Romero Vargas,55,Finance,PT,Madrid,2018-03-06,FULL_TIME,False,2.5,2943.2
1840,Carmen Sánchez Gómez,60,Finance,ES,Barcelona,2015-02-19,FULL_TIME,True,3.51,3083.0
1841,Pablo Pérez Díaz,42,IT,ES,Valencia,2017-09-19,FULL_TIME,False,3.2,3252.59
1842,Luis Rodríguez Romero,28,Operations,NL,Madrid,2025-03-21,FULL_TIME,False,2.73,1587.89
1843,Nuria Navarro González,49,Marketing,NL,Porto,2015-02-04,FULL_TIME,True,2.18,2205.39
1844,Nuria Torres Romero,44,Operations,PT,Madrid,2023-09-03,PART_TIME,False,3.45,2541.31
1845,Hugo González Gómez,44,Marketing,NL,Milan,2025-04-14,FULL_TIME,False,3.72,1526.18
1846,Raúl Martínez Sánchez,46,IT,ES,Lyon,2016-04-03,PART_TIME,False,3.59,1834.69
1847,Pablo López Sánchez,52,Support,IT,Rotterdam,2018-12-19,FULL_TIME,True,3.22,1933.24
1848,Diego Torres Pérez,20,Sales,FR,Barcelona,2024-11-10,FULL_TIME,False,2.36,1605.59
1849,Diego García Gómez,23,Support,DE,Barcelona,2022-12-03,FULL_TIME,True,3.45,1744.51
1850,Carlos Rodríguez Martínez,23,Sales,DE,Amsterdam,2015-09-29,FULL_TIME,False,3.39,2424.76
1851,Luis López Rodríguez,26,Finance,FR,Lisboa,2024-07-10,FULL_TIME,False,2.15,2713.37
1852,Javier Gómez González,64,Finance,IT,Rome,2023-11-01,FULL_TIME,True,2.96,4262.94
1853,Elena Rodríguez Martínez,53,Sales,ES,Valencia,2018-06-06,FULL_TIME,False,3.49,2721.78
1854,Carlos Gómez Rodríguez,50,HR,IT,Madrid,2019-07-24,FULL_TIME,False,3.14,2516.58
1855,María Romero Pérez,51,Sales,ES,Paris,2018-05-09,FULL_TIME,True,1.63,2683.7
1856,Adrián Navarro Torres,20,Operations,ES,Lyon,2020-09-13,FULL_TIME,True,2.69,2167.82
1857,Sofía Fernández Fernández,29,Data,DE,Barcelona,2023-07-30,FULL_TIME,False,2.63,2826.29
1858,Carmen González López,56,Sales,DE,Madrid,2022-05-09,FULL_TIME,False,3.65,3341.87
1859,Diego Fernández García,40,Finance,NL,Sevilla,2025-08-27,FULL_TIME,True,5.0,3121.39
1860,Hugo Torres Ramos,42,Support,ES,Barcelona,2016-02-01,FULL_TIME,False,3.31,2429.86
1861,Hugo Díaz Vargas,54,Finance,ES,Rotterdam,2025-03-01,FULL_TIME,True,2.24,3810.25
1862,Javier Pérez Rodríguez,22,Support,PT,Rotterdam,2024-12-26,FULL_TIME,True,3.07,1878.03
1863,Nuria Romero Sánchez,56,Finance,NL,Madrid,2019-03-16,PART_TIME,False,3.21,2535.0
1864,Sofía Gómez Vargas,50,Finance,NL,Porto,2016-07-31,FULL_TIME,True,3.81,2532.44
1865,Nuria Rodríguez Ramos,37,IT,IT,Lisboa,2017-06-25,FULL_TIME,False,4.19,2600.77
1866,Pablo Pérez Gómez,42,IT,PT,Madrid,2025-05-11,FULL_TIME,True,4.31,2120.58
1867,María Vargas López,22,Operations,IT,Berlin,2015-02-08,FULL_TIME,True,3.63,1792.61
1868,Laura García Vargas,28,Support,ES,Milan,2016-01-03,FULL_TIME,False,3.2,1483.6
1869,Ana Díaz Vargas,30,IT,NL,Berlin,2015-10-18,FULL_TIME,True,4.39,2705.74
1870,Laura Pérez Díaz,60,Data,FR,Amsterdam,2016-11-22,FULL_TIME,False,2.92,3501.79
1871,Ana Fernández García,24,HR,ES,Berlin,2023-09-07,CONTRACT,False,3.24,1241.4
1872,Lucía Rodríguez Vargas,32,HR,FR,Lyon,2015-08-20,FULL_TIME,False,3.01,1834.55
1873,Raúl Sánchez García,25,Support,IT,Rotterdam,2025-08-12,PART_TIME,False,1.49,2664.26
1874,Noa Martínez Torres,32,Support,ES,Munich,2019-05-18,PART_TIME,False,4.22,2300.46
1875,Pablo López Torres,19,Finance,ES,Rome,2020-11-06,FULL_TIME,True,3.74,2416.91
1876,María Díaz Gómez,31,Sales,DE,Rome,2021-07-02,FULL_TIME,False,1.3,1997.04
1877,Lucía Sánchez Díaz,53,IT,NL,Madrid,2023-12-04,FULL_TIME,False,4.0,3167.36
1878,Adrián Pérez Fernández,55,Sales,FR,Rome,2021-11-16,FULL_TIME,False,2.96,2763.38
1879,Hugo Romero Torres,36,Support,ES,Rome,2015-09-02,CONTRACT,False,3.99,1733.8
1880,María Fernández López,52,Sales,FR,Paris,2024-02-11,FULL_TIME,True,3.26,2429.12
1881,Sofía Martínez Rodríguez,48,Marketing,ES,Lyon,2015-12-21,FULL_TIME,False,2.11,2267.79
1882,Javier Fernández Vargas,61,Sales,ES,Milan,2020-10-24,FULL_TIME,True,3.22,1963.24
1883,Carlos Torres Ramos,56,Finance,ES,Valencia,2024-07-13,PART_TIME,False,2.48,2089.91
1884,Nuria González Pérez,29,HR,PT,Paris,2020-08-11,FULL_TIME,False,2.22,1994.16
1885,Raúl Navarro Pérez,46,Finance,ES,Rome,2019-08-12,FULL_TIME,True,3.89,2229.11
1886,Carlos González Gómez,55,Operations,ES,Sevilla,2018-08-03,PART_TIME,False,3.51,2475.38
1887,Irene López López,33,Data,ES,Sevilla,2023-08-21,FULL_TIME,False,4.4,1763.14
1888,Pablo Díaz Gómez,45,Support,FR,Madrid,2022-03-01,FULL_TIME,False,2.88,2618.07
1889,Luis Navarro Ramos,37,Marketing,ES,Bilbao,2023-12-03,FULL_TIME,False,2.43,3366.56
1890,Pablo González Martínez,33,IT,ES,Lisboa,2024-12-29,FULL_TIME,False,3.71,3148.59
1891,Carlos Rodríguez Romero,28,Data,PT,Rotterdam,2021-07-07,FULL_TIME,False,2.53,3208.75
1892,Lucía Torres Romero,20,Support,DE,Barcelona,2018-11-28,FULL_TIME,False,2.95,2081.65
1893,Adrián López Navarro,54,Support,IT,Berlin,2021-07-12,FULL_TIME,True,3.62,2513.38
1894,Hugo Rodríguez Vargas,57,Finance,PT,Madrid,2018-12-02,FULL_TIME,False,3.1,2991.09
1895,María Romero Torres,49,IT,DE,Rome,2017-04-05,CONTRACT,True,2.81,2334.13
1896,Adrián Fernández Vargas,30,Marketing,IT,Paris,2018-10-11,FULL_TIME,False,2.08,2531.05
1897,Carmen Torres Ramos,19,HR,DE,Porto,2020-04-08,FULL_TIME,False,3.95,2174.04
1898,Adrián Torres Vargas,48,HR,PT,Rotterdam,2017-07-02,FULL_TIME,False,2.91,2164.04
1899,Hugo Navarro Navarro,28,HR,ES,Rome,2018-06-21,CONTRACT,False,3.69,2299.31
1900,Marta López Torres,44,Operations,ES,Barcelona,2021-03-27,FULL_TIME,False,3.59,2087.35
1901,Diego Fernández Ramos,64,Sales,ES,Sevilla,2016-06-26,CONTRACT,True,4.07,2541.49
1902,Diego Sánchez Gómez,19,Marketing,ES,Bilbao,2016-02-29,CONTRACT,False,3.01,2344.97
1903,Hugo Martínez Vargas,46,Operations,NL,Berlin,2023-07-09,CONTRACT,True,2.92,2716.7
1904,Lucía Ramos Ramos,65,Finance,ES,Milan,2024-03-08,FULL_TIME,True,2.31,2937.56
1905,Marta Díaz Martínez,34,IT,PT,Berlin,2018-06-13,FULL_TIME,True,2.77,2406.89
1906,Lucía Ramos Fernández,57,Data,NL,Porto,2016-07-07,FULL_TIME,False,3.47,3311.54
1907,Javier Romero Torres,57,HR,FR,Rome,2020-01-28,FULL_TIME,False,2.55,1549.27
1908,Carlos Vargas Díaz,41,Finance,ES,Rome,2016-11-29,FULL_TIME,False,3.45,2200.87
1909,Ana Fernández Sánchez,33,Finance,NL,Barcelona,2024-08-24,FULL_TIME,True,4.37,1802.55
1910,Noa Fernández Vargas,50,HR,ES,Lyon,2015-10-03,FULL_TIME,True,2.84,2442.19
1911,Luis García García,48,Marketing,ES,Munich,2020-07-16,FULL_TIME,True,2.15,3110.96
1912,Adrián Gómez Pérez,41,IT,ES,Berlin,2019-03-13,FULL_TIME,True,2.87,3022.1
1913,Ana Rodríguez Rodríguez,28,Support,ES,Sevilla,2020-02-18,FULL_TIME,False,2.06,1747.91
1914,Laura Ramos López,53,IT,IT,Valencia,2023-05-03,FULL_TIME,True,4.27,2531.91
1915,Marta Fernández Ramos,28,Data,ES,Bilbao,2017-11-18,FULL_TIME,True,3.27,2165.73
1916,Diego Ramos Gómez,25,Operations,IT,Lisboa,2025-01-04,PART_TIME,False,2.62,3023.83
1917,Javier Vargas González,22,IT,ES,Amsterdam,2025-10-04,PART_TIME,False,2.75,2393.12
1918,Elena Fernández Martínez,39,Operations,NL,Berlin,2019-10-11,FULL_TIME,False,2.25,2464.94
1919,Elena García Rodríguez,24,Sales,ES,Milan,2019-03-30,FULL_TIME,True,4.01,1256.64
1920,Diego Martínez Torres,34,Data,NL,Madrid,2017-08-02,PART_TIME,False,4.67,2023.47
1921,Sofía Martínez López,30,Marketing,ES,Rome,2023-12-14,FULL_TIME,True,2.0,2184.13
1922,Diego López Martínez,40,Finance,NL,Valencia,2022-12-25,PART_TIME,False,4.03,2329.78
1923,Nuria Pérez Martínez,55,HR,IT,Lyon,2019-12-13,FULL_TIME,False,3.0,2591.85
1924,Pablo Fernández González,40,Data,FR,Lisboa,2022-07-27,FULL_TIME,True,4.21,2907.83
1925,Sofía Fernández Romero,45,Marketing,ES,Milan,2019-01-18,FULL_TIME,True,1.73,2787.36
1926,María Vargas Gómez,25,Finance,FR,Munich,2022-07-01,FULL_TIME,True,3.38,1389.8
1927,Sofía Ramos Sánchez,24,HR,FR,Porto,2024-01-09,FULL_TIME,True,2.87,1525.72
1928,María López Martínez,64,Sales,FR,Paris,2019-11-17,FULL_TIME,True,3.73,2875.6
1929,Carlos Torres Vargas,48,Marketing,FR,Munich,2022-04-30,FULL_TIME,True,3.25,2172.57
1930,Alba Martínez Fernández,19,Operations,NL,Munich,2021-03-21,FULL_TIME,True,3.22,1877.26
1931,Luis Martínez Torres,45,Support,NL,Lyon,2015-10-19,FULL_TIME,True,3.12,2286.6
1932,Elena Fernández Gómez,19,Operations,PT,Munich,2015-09-06,FULL_TIME,True,4.45,1689.95
1933,Nuria Sánchez Rodríguez,22,Operations,ES,Rome,2017-11-24,PART_TIME,True,3.06,2148.91
1934,Alba Pérez Gómez,36,Finance,ES,Madrid,2017-10-01,FULL_TIME,True,3.89,2825.94
1935,María Díaz Navarro,49,Support,DE,Lisboa,2017-02-01,CONTRACT,False,3.7,2330.29
1936,Carlos González González,48,HR,NL,Amsterdam,2025-03-13,FULL_TIME,True,3.91,2773.43
1937,Sofía González Pérez,56,Support,ES,Bilbao,2021-08-31,FULL_TIME,True,2.39,1377.12
1938,Carmen Sánchez Gómez,27,Sales,ES,Milan,2015-06-17,FULL_TIME,False,3.77,1971.43
1939,Alba Fernández Navarro,28,Marketing,ES,Lyon,2024-12-09,FULL_TIME,True,3.47,2584.6
1940,Lucía González Gómez,44,Support,ES,Bilbao,2018-04-26,FULL_TIME,True,2.25,1807.54
1941,Carlos Díaz Romero,59,Support,NL,Lisboa,2025-11-14,FULL_TIME,False,3.03,1931.13
1942,Javier Ramos Romero,52,HR,DE,Paris,2017-06-29,FULL_TIME,True,5.0,2402.78
1943,Adrián Gómez Torres,50,Marketing,ES,Barcelona,2015-12-05,PART_TIME,False,2.89,2548.31
1944,Ana González Martínez,23,Sales,ES,Bilbao,2016-06-07,PART_TIME,False,2.91,1930.79
1945,Sofía Ramos Vargas,60,IT,ES,Munich,2019-04-01,FULL_TIME,False,3.56,4359.26
1946,María Pérez Rodríguez,65,Support,FR,Amsterdam,2025-03-03,FULL_TIME,False,2.77,2710.37
1947,Carlos Vargas Navarro,46,Support,DE,Rotterdam,2021-01-28,FULL_TIME,True,3.31,1814.97
1948,Noa González Ramos,34,IT,ES,Lisboa,2016-05-20,PART_TIME,True,2.84,1798.43
1949,Ana Gómez López,50,Data,ES,Rome,2018-07-01,FULL_TIME,True,3.52,3309.64
1950,Marta Fernández Gómez,49,Finance,NL,Lisboa,2020-05-20,FULL_TIME,True,3.15,2229.69
1951,Noa Díaz Navarro,62,Data,IT,Milan,2020-12-26,FULL_TIME,False,4.76,4817.83
1952,Raúl Rodríguez García,24,Support,FR,Amsterdam,2024-03-27,FULL_TIME,False,3.24,2073.4
1953,Luis Torres Vargas,43,Data,PT,Porto,2015-07-03,FULL_TIME,True,3.02,3245.74
1954,Elena García Navarro,52,Support,NL,Berlin,2015-01-16,PART_TIME,False,4.02,2471.14
1955,Alba Díaz Torres,35,Data,DE,Amsterdam,2022-12-05,FULL_TIME,True,2.09,3386.12
1956,Pablo González González,58,Operations,NL,Valencia,2016-03-12,FULL_TIME,False,4.55,1542.24
1957,Diego Vargas Romero,22,Sales,ES,Sevilla,2022-07-07,FULL_TIME,True,2.41,1604.66
1958,Diego Pérez Romero,23,HR,ES,Berlin,2018-10-05,FULL_TIME,False,4.15,2421.7
1959,Irene Ramos García,56,Marketing,ES,Valencia,2019-04-09,FULL_TIME,False,4.37,3520.14
1960,Carlos Díaz Vargas,24,IT,IT,Rome,2016-08-15,PART_TIME,False,2.78,1764.01
1961,Nuria Martínez Díaz,38,Data,DE,Sevilla,2023-07-07,FULL_TIME,False,2.86,1704.55
1962,Alba Fernández Ramos,32,Sales,ES,Lisboa,2017-01-03,CONTRACT,False,3.11,2431.21
1963,María Gómez García,51,Support,NL,Milan,2015-02-02,PART_TIME,False,3.7,2572.54
1964,Nuria Sánchez Ramos,19,Finance,NL,Paris,2021-07-03,FULL_TIME,False,2.4,2272.04
1965,Nuria García Gómez,35,Support,ES,Rome,2016-09-01,FULL_TIME,True,3.11,2048.29
1966,Hugo Gómez López,65,Data,FR,Berlin,2016-11-16,PART_TIME,False,2.95,2026.66
1967,Sofía Rodríguez Martínez,36,HR,FR,Paris,2017-05-27,FULL_TIME,False,2.28,2023.95
1968,Elena Rodríguez Romero,47,Marketing,ES,Paris,2022-01-10,FULL_TIME,True,2.36,2383.63
1969,Nuria García Ramos,65,Sales,DE,Milan,2023-04-10,FULL_TIME,True,3.3,2609.44
